,movieID,title,genres,imdb_url,title_noyear,imdb_rating,certification,runtime,genre,release_date,color,country,language,production_company,cast
1823,1892,The Perfect Murder: Roger and David Cooper ,Mystery|Thriller,http://www.imdb.com/title/tt7992228/,"Perfect Murder, A (1998)",8,,43 min,Crime,2018-01-28,,[],[],[],{'actor': ['Robbie Coltrane']}
1824,1893,Jenseits der Stille (1996),Drama,http://www.imdb.com/title/tt0116692/,Beyond Silence (1996),7.5,PG-13,PT1H49M,"['Drama', 'Music']",1996-12-19,Color,['Germany'],"['German', 'German Sign Language', 'English', 'Spanish']","[' Arte France', ' Bayerischer Rundfunk (BR)', ' Claussen & Wöbke Filmproduktion GmbH']","{'director': ['Caroline Link'], 'creator': ['Caroline Link', 'Beth Serlin'], 'actor': ['Sylvie Testud', 'Tatjana Trieb', 'Howie Seago', 'Emmanuelle Laborit']}"
1825,1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,http://www.imdb.com/title/tt0120828/,Six Days Seven Nights (1998),5.8,PG-13,PT1H38M,"['Action', 'Adventure', 'Comedy', 'Romance']",1998-06-12,Color,['USA'],"['English', 'German']","[' Caravan Pictures', ' Northern Lights Entertainment', ' Roger Birnbaum Productions']","{'director': ['Ivan Reitman'], 'creator': ['Michael Browning'], 'actor': ['Harrison Ford', 'Anne Heche', 'David Schwimmer', 'Jacqueline Obradors']}"
1826,1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,http://www.imdb.com/title/tt0127723/,Can't Hardly Wait (1998),6.5,PG-13,PT1H40M,"['Comedy', 'Romance']",1998-06-12,Color,['USA'],['English'],"[' Columbia Pictures', ' Tall Trees Productions']","{'director': ['Harry Elfont', 'Deborah Kaplan'], 'creator': ['Deborah Kaplan', 'Harry Elfont'], 'actor': ['Jennifer Love Hewitt', 'Ethan Embry', 'Charlie Korsmo', 'Lauren Ambrose']}"
1827,1896,Cousin Bette (1998),Comedy,http://www.imdb.com/title/tt0118894/,Cousin Bette (1998),6.2,R,PT1H48M,"['Comedy', 'Drama', 'Romance']",1998-06-12,Color,"['UK', 'USA']",['English'],[' Fox Searchlight Pictures'],"{'director': ['Des McAnuff'], 'creator': ['Honoré de Balzac', 'Lynn Siefert', 'Susan Tarr'], 'actor': ['Jessica Lange', 'Elisabeth Shue', 'Bob Hoskins', 'Geraldine Chaplin']}"
1828,1897,High Art (1998),Drama|Romance,http://www.imdb.com/title/tt0139362/,High Art (1998),6.7,R,PT1H41M,"['Drama', 'Romance']",1998-06-12,Color,['USA'],['English'],"[' 391 Productions', ' Antidote Films (I)', ' October Films']","{'director': ['Lisa Cholodenko'], 'creator': ['Lisa Cholodenko'], 'actor': ['Radha Mitchell', 'Ally Sheedy', 'Patricia Clarkson', 'Gabriel Mann']}"
1829,1898,The Land Girls (1998),Drama|War,http://www.imdb.com/title/tt0119494/,"Land Girls, The (1998)",6.3,R,PT1H51M,"['Drama', 'Romance', 'War']",1998-06-12,Color,"['UK', 'France']",['English'],"[' Intermedia Films', ' Channel Four Films', ' Greenpoint Films']","{'director': ['David Leland'], 'creator': ['Angela Huth', 'Keith Dewhurst', 'David Leland'], 'actor': ['Catherine McCormack', 'Rachel Weisz', 'Anna Friel', 'Steven Mackintosh']}"
1830,1899,Passion in the Desert (1997),Adventure|Drama,http://www.imdb.com/title/tt0125980/,Passion in the Desert (1998),6.5,PG-13,PT1H31M,"['Adventure', 'Drama']",1998-06-12,Color,['USA'],['English'],[' Roland-Film'],"{'director': ['Lavinia Currier'], 'creator': ['Honoré de Balzac', 'Lavinia Currier', 'Martin Edmunds'], 'actor': ['Ben Daniels', 'Michel Piccoli', 'Paul Meston', 'Kenneth Collard']}"
1831,1900,Bacheha-Ye aseman (1997),Drama,http://www.imdb.com/title/tt0118849/,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",8.3,PG,PT1H29M,"['Drama', 'Family']",1999-01-22,Color,['Iran'],['Persian'],[' Kanun parvaresh fekri'],"{'director': ['Majid Majidi'], 'creator': ['Majid Majidi'], 'actor': ['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi']}"
1832,1901,Dear Jesse (1997),Documentary,http://www.imdb.com/title/tt0150290/,Dear Jesse (1997),7.3,,PT1H22M,Documentary,1997-09-09,,['USA'],['English'],[' North Carolina Film Foundation'],"{'director': ['Tim Kirkman'], 'creator': ['Tim Kirkman'], 'actor': ['Nathan A. Barbour', 'Karen Brown', 'Patsy Clarke', 'Hal Crowther']}"
1833,1902,Dream for an Insomniac (1996),Drama|Romance,http://www.imdb.com/title/tt0116141/,Dream for an Insomniac (1996),6.2,R,PT1H30M,"['Romance', 'Comedy', 'Drama']",1996-04-18,Black and White,['USA'],['English'],"[' Dream for an Insomniac', ' Tritone Productions']","{'director': ['Tiffanie DeBartolo'], 'creator': ['Tiffanie DeBartolo'], 'actor': ['Ione Skye', 'Jennifer Aniston', 'Mackenzie Astin', 'Michael Landes']}"
1834,1903,Hav Plenty (1997),Comedy,http://www.imdb.com/title/tt0126938/,Hav Plenty (1997),6.6,R,PT1H32M,Comedy,1998-06-19,Color,['USA'],['English'],"[' Edmonds Entertainment Group (EEG)', ' Wanderlust Pictures Inc.', ' e2 Filmworks']","{'director': ['Christopher Scott Cherot'], 'creator': ['Christopher Scott Cherot'], 'actor': ['Christopher Scott Cherot', 'Chenoa Maxwell', 'Tammi Katherine Jones', 'Robinne Lee']}"
1835,1904,Henry Fool (1997),Comedy|Drama,http://www.imdb.com/title/tt0122529/,Henry Fool (1997),7.3,R,PT2H17M,"['Comedy', 'Drama']",1998-06-19,Color,['USA'],['English'],"[' Shooting Gallery', ' True Fiction Pictures']","{'director': ['Hal Hartley'], 'creator': ['Hal Hartley'], 'actor': ['Thomas Jay Ryan', 'James Urbaniak', 'Parker Posey', 'Maria Porter']}"
1836,1905,Marie Baie des Anges (1997),Drama,http://www.imdb.com/title/tt0143614/,Marie Baie Des Anges (1997),6.1,R,PT1H30M,"['Drama', 'Romance']",1998-03-04,Color,['France'],['French'],"[' La Sept Cinéma', ' Lelia Films', ' Les Films de la Suane']","{'director': ['Manuel Pradal'], 'creator': ['Manuel Pradal'], 'actor': ['Vahina Giocante', 'Frédéric Malgras', 'Nicolas Welbers', 'Amira Casar']}"
1837,1906,Mr. Jealousy (1997),Comedy|Romance,http://www.imdb.com/title/tt0119717/,Mr. Jealousy (1997),6.5,R,PT1H43M,"['Comedy', 'Romance']",1998-06-05,Color,['USA'],['English'],[' Joel Castleberg Productions'],"{'director': ['Noah Baumbach'], 'creator': ['Noah Baumbach'], 'actor': ['Eric Stoltz', 'Annabella Sciorra', 'Chris Eigeman', 'Carlos Jacott']}"
1838,1907,Mulan (1998),Animation|Children's,http://www.imdb.com/title/tt0120762/,Mulan (1998),7.6,G,PT1H28M,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical', 'War']",1998-06-18,Color,['USA'],"['English', 'Mandarin']","[' Walt Disney Feature Animation Florida', ' Walt Disney Feature Animation', ' Walt Disney Pictures']","{'director': ['Tony Bancroft', 'Barry Cook'], 'creator': ['Robert D. San Souci', 'Rita Hsiao', 'Chris Sanders', 'Philip LaZebnik', 'Raymond Singer', 'Eugenia Bostwick-Singer', 'Dean DeBlois', 'John Sanford', 'Chris Williams', 'Tim Hodge', 'Julius Aguimatang', 'Burny Mattinson', 'Lorna Cook', 'Barry Johnson', 'Thom Enriquez', 'Ed Gombert', 'Joe Grant', 'Floyd Norman', 'Linda Woolverton', 'Jodi Ann Johnson', 'Alan Ormsby', 'David Reynolds', 'Don Dougherty', 'Jorgen Klubien', 'Denis Rich', 'Joe Ekers', 'Theodore Newton', 'Larry Scholl', 'Daan Jippes', 'Frank Nissen', 'Jeff Snow', 'Anonymous'], 'actor': ['Ming-Na Wen', 'Eddie Murphy', 'BD Wong', 'Miguel Ferrer']}"
1839,1908,Resurrection Man (1998),Drama|Thriller,http://www.imdb.com/title/tt0140508/,Resurrection Man (1998),5.5,R,PT1H42M,"['Crime', 'Drama', 'Thriller']",1998-02-13,Color,['UK'],['English'],[' Revolution Films'],"{'director': ['Marc Evans'], 'creator': ['Eoin McNamee', 'Eoin McNamee'], 'actor': ['David Williamson', 'Stuart Townsend', 'Brenda Fricker', 'George Shane']}"
1840,1909,The X Files - Fight the Future: Blooper Reel (1998),Mystery|Sci-Fi|Thriller,http://www.imdb.com/title/tt7083566/,"X-Files: Fight the Future, The (1998)",7.9,,3 min,"['Short', 'Comedy']",,Color,['USA'],['English'],"[' Ten Thirteen Productions', ' Twentieth Century Fox']","{'creator': [], 'actor': ['Gillian Anderson', 'David Duchovny']}"
1841,1910,I Went Down (1997),Action|Comedy|Crime,http://www.imdb.com/title/tt0126344/,I Went Down (1997),7,R,PT1H47M,"['Action', 'Comedy', 'Crime', 'Drama']",1997-10-03,Color,"['Ireland', 'UK', 'USA']",['English'],"[' British Broadcasting Corporation (BBC)', ' Bórd Scannán na hÉireann', ' Easkel Media']","{'director': ['Paddy Breathnach'], 'creator': ['Conor McPherson'], 'actor': ['Brendan Gleeson', 'Peter McDonald', 'Antoine Byrne', 'David Wilmot']}"
1842,1911,Doctor Dolittle (1998),Comedy,http://www.imdb.com/title/tt0118998/,Doctor Dolittle (1998),5.4,PG-13,PT1H25M,"['Comedy', 'Family', 'Fantasy']",1998-06-25,Color,['USA'],['English'],"[' Twentieth Century Fox', ' Davis Entertainment', ' Joseph M. Singer Entertainment']","{'director': ['Betty Thomas'], 'creator': ['Hugh Lofting', 'Nat Mauldin', 'Larry Levin'], 'actor': ['Eddie Murphy', 'Peter Boyle', 'Ossie Davis', 'Oliver Platt']}"
1843,1912,Out of Sight (1998),Action|Crime|Romance,http://www.imdb.com/title/tt0120780/,Out of Sight (1998),7,R,PT2H3M,"['Crime', 'Drama', 'Romance', 'Thriller']",1998-06-26,Color,['USA'],['English'],"[' Universal Pictures', ' Jersey Films']","{'director': ['Steven Soderbergh'], 'creator': ['Elmore Leonard', 'Scott Frank'], 'actor': ['George Clooney', 'Jennifer Lopez', 'Ving Rhames', 'Steve Zahn']}"
1844,1913,Picnic at Hanging Rock (1975),Drama|Mystery,http://www.imdb.com/title/tt0073540/,Picnic at Hanging Rock (1975),7.5,PG,PT1H55M,"['Drama', 'Mystery']",1976-10-31,Color,['Australia'],"['English', 'French']","[' British Empire Films Australia', ' The South Australian Film Corporation', ' The Australian Film Commission']","{'director': ['Peter Weir'], 'creator': ['Joan Lindsay', 'Cliff Green'], 'actor': ['Rachel Roberts', 'Anne-Louise Lambert', 'Vivean Gray', 'Helen Morse']}"
1845,1914,Smoke Signals (1998),Comedy|Drama,http://www.imdb.com/title/tt0120321/,Smoke Signals (1998),7.2,PG-13,PT1H29M,"['Comedy', 'Drama']",1998-11-27,Color,"['Canada', 'USA']",['English'],"[' ShadowCatcher Entertainment', ' Welb Film Pursuits Ltd.']","{'director': ['Chris Eyre'], 'creator': ['Sherman Alexie', 'Sherman Alexie'], 'actor': ['Adam Beach', 'Evan Adams', 'Irene Bedard', 'Gary Farmer']}"
1846,1915,Viagem ao Princípio do Mundo (1997),Drama,http://www.imdb.com/title/tt0120443/,Voyage to the Beginning of the World (1997),7,,PT1H31M,"['Biography', 'Drama']",1997-05-16,Color,"['Portugal', 'France']","['French', 'Portuguese']","[' Madragoa Filmes', ' Gemini Films', ' Instituto Português da Arte Cinematográfica e Audiovisual (IPACA)']","{'director': ['Manoel de Oliveira'], 'creator': ['Manoel de Oliveira', 'Jacques Parsi'], 'actor': ['Marcello Mastroianni', 'Jean-Yves Gautier', 'Leonor Silveira', 'Diogo Dória']}"
1847,1916,Buffalo '66 (1998),Action|Comedy|Drama,http://www.imdb.com/title/tt0118789/,Buffalo 66 (1998),7.5,R,PT1H50M,"['Comedy', 'Crime', 'Drama', 'Romance']",1998-06-02,Color,"['USA', 'Canada']",['English'],"[' Cinépix Film Properties (CFP)', ' Lions Gate Films', ' Muse Productions']","{'director': ['Vincent Gallo'], 'creator': ['Vincent Gallo', 'Vincent Gallo', 'Alison Bagnall'], 'actor': ['Vincent Gallo', 'Christina Ricci', 'Ben Gazzara', 'Mickey Rourke']}"
1848,1917,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,http://www.imdb.com/title/tt0120591/,Armageddon (1998),6.7,PG-13,PT2H31M,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1998-07-01,Color,['USA'],"['English', 'Russian', 'Indonesian']","[' Touchstone Pictures', ' Jerry Bruckheimer Films', ' Valhalla Motion Pictures']","{'director': ['Michael Bay'], 'creator': ['Jonathan Hensleigh', 'J.J. Abrams', 'Tony Gilroy', 'Shane Salerno', 'Robert Roy Pool', 'Jonathan Hensleigh'], 'actor': ['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck', 'Liv Tyler']}"
1849,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,http://www.imdb.com/title/tt0122151/,Lethal Weapon 4 (1998),6.6,R,PT2H7M,"['Action', 'Crime', 'Thriller']",1998-07-10,Color,['USA'],"['English', 'Cantonese', 'Mandarin']","[' Warner Bros.', ' Silver Pictures', ' Donner/Shuler-Donner Productions']","{'director': ['Richard Donner'], 'creator': ['Shane Black', 'Jonathan Lemkin', 'Alfred Gough', 'Miles Millar', 'Channing Gibson'], 'actor': ['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo']}"
1850,1919,Madeline (1998),Children's|Comedy,http://www.imdb.com/title/tt0123987/,Madeline (1998),6,PG,PT1H28M,"['Comedy', 'Family']",1998-07-10,Color,"['France', 'USA']","['English', 'French', 'Spanish']","[' Jaffilms', ' Madeline Films', ' TriStar Pictures']","{'director': ['Daisy von Scherler Mayer'], 'creator': ['Ludwig Bemelmans', 'Malia Scotch Marmo', 'Mark Levin', 'Jennifer Flackett', 'Mark Levin', 'Jennifer Flackett'], 'actor': ['Frances McDormand', 'Nigel Hawthorne', 'Hatty Jones', 'Ben Daniels']}"
1851,1920,Small Soldiers (1998),Animation|Children's|Fantasy|War,http://www.imdb.com/title/tt0122718/,Small Soldiers (1998),6.2,PG-13,PT1H50M,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",1998-07-10,Color,['USA'],['English'],"[' Universal Pictures', ' DreamWorks', ' Amblin Entertainment']","{'director': ['Joe Dante'], 'creator': ['Gavin Scott', 'Adam Rifkin', 'Ted Elliott', 'Terry Rossio'], 'actor': ['Kirsten Dunst', 'Gregory Smith', 'David Cross', 'Jay Mohr']}"
1852,1921,Pi (1998),Sci-Fi|Thriller,http://www.imdb.com/title/tt0138704/,Pi (1998),7.4,R,PT1H24M,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",1998-07-10,Black and White,['USA'],"['English', 'Hebrew']","[' Harvest Filmworks', ' Truth and Soul Pictures', ' Plantain Films']","{'director': ['Darren Aronofsky'], 'creator': ['Darren Aronofsky', 'Darren Aronofsky', 'Sean Gullette', 'Eric Watson', 'Darren Aronofsky', 'Sean Gullette'], 'actor': ['Sean Gullette', 'Mark Margolis', 'Ben Shenkman', 'Pamela Hart']}"
1853,1922,Whatever (1998),Drama,http://www.imdb.com/title/tt0140688/,Whatever (1998),6.5,R,PT1H52M,Drama,1998-07-10,Color,"['France', 'USA']","['French', 'English']","[' Anyway Productions', ' Circle Films', ' DuArt Film and Video']","{'director': ['Susan Skoog'], 'creator': ['Susan Skoog'], 'actor': ['Liza Weil', 'Chad Morgan', 'Frederic Forrest', 'Kathryn Rossetter']}"
1854,1923,There's Something About Mary (1998),Comedy,http://www.imdb.com/title/tt0129387/,There's Something About Mary (1998),7.1,R,PT1H59M,"['Comedy', 'Romance']",1998-07-15,Color,['USA'],['English'],[' Twentieth Century Fox'],"{'director': ['Bobby Farrelly', 'Peter Farrelly'], 'creator': ['Ed Decter', 'John J. Strauss', 'Ed Decter', 'John J. Strauss', 'Peter Farrelly', 'Bobby Farrelly'], 'actor': ['Cameron Diaz', 'Matt Dillon', 'Ben Stiller', 'Lee Evans']}"
1855,1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,http://www.imdb.com/title/tt0052077/,Plan 9 from Outer Space (1958),4,Not Rated,PT1H19M,"['Horror', 'Sci-Fi']",1959-07-22,Black and White,['USA'],['English'],[' Reynolds Pictures'],"{'director': ['Edward D. Wood Jr.'], 'creator': ['Edward D. Wood Jr.'], 'actor': ['Gregory Walcott', 'Tom Keene', 'Mona McKinnon', 'Duke Moore']}"
1856,1925,Wings (1927),Drama|Romance|War,http://www.imdb.com/title/tt0018578/,Wings (1927),7.7,PG-13,PT2H24M,"['Drama', 'Romance', 'War', 'Action']",1928-02-07,Black and White,['USA'],['English'],[' Paramount Famous Lasky Corporation'],"{'director': ['William A. Wellman', ""Harry d'Abbadie d'Arrast""], 'creator': ['John Monk Saunders', 'Hope Loring', 'Louis D. Lighton', 'Julian Johnson', 'Byron Morgan'], 'actor': ['Clara Bow', ""Charles 'Buddy' Rogers"", 'Richard Arlen', 'Jobyna Ralston']}"
1857,1926,The Broadway Melody (1929),Musical,http://www.imdb.com/title/tt0019729/,"Broadway Melody, The (1929)",6.2,Passed,PT1H40M,"['Drama', 'Musical', 'Romance']",1929-05-10,Black and White,['USA'],['English'],[' Metro-Goldwyn-Mayer (MGM)'],"{'director': ['Harry Beaumont'], 'creator': ['Edmund Goulding', 'Sarah Y. Mason', 'Norman Houston', 'James Gleason', 'Earl Baldwin'], 'actor': ['Bessie Love', 'Anita Page', 'Charles King', 'The Angeles Twins']}"
1858,1927,All Quiet on the Western Front (1930),War,http://www.imdb.com/title/tt0020629/,All Quiet on the Western Front (1930),8.1,Not Rated,PT2H16M,"['Drama', 'War']",1930-08-24,Black and White,['USA'],"['English', 'French', 'German', 'Latin']",[' Universal Pictures'],"{'director': ['Lewis Milestone'], 'creator': ['Erich Maria Remarque', 'Maxwell Anderson', 'George Abbott', 'Del Andrews', 'C. Gardner Sullivan', 'Walter Anthony', 'Lewis Milestone'], 'actor': ['Lew Ayres', 'Louis Wolheim', 'John Wray', 'Arnold Lucy']}"
1859,1928,Cimarron (1931),Western,http://www.imdb.com/title/tt0021746/,Cimarron (1931),6,Passed,PT2H3M,"['Drama', 'Western']",1931-02-09,Black and White,['USA'],"['English', 'French']",[' RKO Radio Pictures'],"{'director': ['Wesley Ruggles'], 'creator': ['Edna Ferber', 'Howard Estabrook', 'Howard Estabrook', 'Louis Sarecky'], 'actor': ['Richard Dix', 'Irene Dunne', 'Estelle Taylor', ""Nance O'Neil""]}"
1860,1929,Grand Hotel (1932),Drama,http://www.imdb.com/title/tt0022958/,Grand Hotel (1932),7.5,Not Rated,PT1H52M,"['Drama', 'Romance']",1932-07-15,Black and White,['USA'],"['English', 'Russian']",[' Metro-Goldwyn-Mayer (MGM)'],"{'director': ['Edmund Goulding'], 'creator': ['Vicki Baum', 'William Absalom Drake', 'Béla Balázs', 'William Absalom Drake', 'Edgar Allan Woolf'], 'actor': ['Greta Garbo', 'John Barrymore', 'Joan Crawford', 'Wallace Beery']}"
1861,1930,Cavalcade (1933),Drama,http://www.imdb.com/title/tt0023876/,Cavalcade (1933),6,Passed,PT1H52M,"['Drama', 'Romance', 'War']",1933-04-15,Black and White,['USA'],['English'],[' Fox Film Corporation'],"{'director': ['Frank Lloyd'], 'creator': ['Reginald Berkeley', 'Sonya Levien', 'Noël Coward'], 'actor': ['Diana Wynyard', 'Clive Brook', ""Una O'Connor"", 'Herbert Mundin']}"
1862,1931,Mutiny on the Bounty (1935),Adventure,http://www.imdb.com/title/tt0026752/,Mutiny on the Bounty (1935),7.8,Not Rated,PT2H12M,"['Adventure', 'Biography', 'Drama', 'History', 'Romance']",1936-01-12,Black and White,['USA'],"['English', 'Polynesian']",[' Metro-Goldwyn-Mayer (MGM)'],"{'director': ['Frank Lloyd'], 'creator': ['Talbot Jennings', 'Jules Furthman', 'Carey Wilson', 'Charles Nordhoff', 'James Norman Hall', 'Margaret Booth', 'John Farrow'], 'actor': ['Charles Laughton', 'Clark Gable', 'Franchot Tone', 'Herbert Mundin']}"
1863,1932,The Great Ziegfeld (1936),Musical,http://www.imdb.com/title/tt0027698/,"Great Ziegfeld, The (1936)",6.8,Not Rated,PT2H56M,"['Biography', 'Drama', 'Musical', 'Romance']",1936-04-08,Black and White,['USA'],['English'],[' Metro-Goldwyn-Mayer (MGM)'],"{'director': ['Robert Z. Leonard'], 'creator': ['William Anthony McGuire'], 'actor': ['William Powell', 'Myrna Loy', 'Luise Rainer', 'Frank Morgan']}"
1864,1933,The Life of Emile Zola (1937),Drama,http://www.imdb.com/title/tt0029146/,"Life of Émile Zola, The (1937)",7.3,Not Rated,PT1H56M,"['Biography', 'Drama']",1937-10-02,Black and White,['USA'],['English'],[' Warner Bros.'],"{'director': ['William Dieterle'], 'creator': ['Norman Reilly Raine', 'Heinz Herald', 'Geza Herczeg', 'Heinz Herald', 'Geza Herczeg', 'Matthew Josephson'], 'actor': ['Paul Muni', 'Gale Sondergaard', 'Joseph Schildkraut', 'Gloria Holden']}"
1865,1934,You Can't Take It with You (1938),Comedy,http://www.imdb.com/title/tt0030993/,You Can't Take It With You (1938),8,Passed,PT2H6M,"['Comedy', 'Drama', 'Romance']",1938-09-29,Black and White,['USA'],"['English', 'Russian']",[' Columbia Pictures'],"{'director': ['Frank Capra'], 'creator': ['Robert Riskin', 'George S. Kaufman', 'Moss Hart'], 'actor': ['Jean Arthur', 'James Stewart', 'Lionel Barrymore', 'Edward Arnold']}"
1866,1935,How Green Was My Valley (1941),Drama,http://www.imdb.com/title/tt0033729/,How Green Was My Valley (1941),7.8,Not Rated,PT1H58M,"['Drama', 'Family']",1942-04-09,Black and White,['USA'],"['English', 'Welsh']",[' Twentieth Century Fox'],"{'director': ['John Ford'], 'creator': ['Philip Dunne', 'Richard Llewellyn'], 'actor': ['Walter Pidgeon', ""Maureen O'Hara"", 'Anna Lee', 'Donald Crisp']}"
1867,1936,Mrs. Miniver (1942),Drama|War,http://www.imdb.com/title/tt0035093/,Mrs. Miniver (1942),7.6,Not Rated,PT2H14M,"['Drama', 'Romance', 'War']",1942-12-01,Black and White,['USA'],"['English', 'German']",[' Metro-Goldwyn-Mayer (MGM)'],"{'director': ['William Wyler'], 'creator': ['Arthur Wimperis', 'George Froeschel', 'James Hilton', 'Claudine West', 'Jan Struther', 'Paul Osborn', 'R.C. Sherriff', 'Henry Wilcoxon'], 'actor': ['Greer Garson', 'Walter Pidgeon', 'Teresa Wright', 'May Whitty']}"
1868,1937,Going My Way (1944),Comedy,http://www.imdb.com/title/tt0036872/,Going My Way (1944),7.2,Passed,PT2H6M,"['Comedy', 'Drama', 'Music', 'Musical']",1944-10-02,Black and White,['USA'],['English'],[' Paramount Pictures'],"{'director': ['Leo McCarey'], 'creator': ['Frank Butler', 'Frank Cavett', 'Leo McCarey', 'Lloyd C. Douglas'], 'actor': ['Bing Crosby', 'Barry Fitzgerald', 'Frank McHugh', 'James Brown']}"
1869,1938,Billy and the Lost Weekend ,Drama,http://www.imdb.com/title/tt0818968/,"Lost Weekend, The (1945)",,,,Comedy,1973-11-09,,[],[],[' London Weekend Television (LWT)'],"{'director': ['Stuart Allen'], 'creator': ['Keith Waterhouse', 'Willis Hall'], 'actor': ['Jeff Rawle', 'George A. Cooper', 'Pamela Vezey', 'May Warden']}"
1870,1939,The Best Years of Our Lives (1946),Drama|War,http://www.imdb.com/title/tt0036868/,"Best Years of Our Lives, The (1946)",8.1,Approved,PT2H50M,"['Drama', 'Romance', 'War']",1947-05-29,Black and White,['USA'],['English'],[' The Samuel Goldwyn Company'],"{'director': ['William Wyler'], 'creator': ['Robert E. Sherwood', 'MacKinlay Kantor'], 'actor': ['Myrna Loy', 'Dana Andrews', 'Fredric March', 'Teresa Wright']}"
1871,1940,Gentleman's Agreement (1947),Drama,http://www.imdb.com/title/tt0039416/,Gentleman's Agreement (1947),7.4,Not Rated,PT1H58M,"['Drama', 'Romance']",1948-03-08,Black and White,['USA'],['English'],[' Twentieth Century Fox'],"{'director': ['Elia Kazan'], 'creator': ['Laura Z. Hobson', 'Moss Hart', 'Elia Kazan'], 'actor': ['Gregory Peck', 'Dorothy McGuire', 'John Garfield', 'Celeste Holm']}"
1872,1941,Hamlet (1948),Drama,http://www.imdb.com/title/tt0040416/,Hamlet (1948),7.8,Not Rated,PT2H34M,Drama,1948-08-12,Black and White,['UK'],['English'],[' Two Cities Films'],"{'director': ['Laurence Olivier'], 'creator': ['William Shakespeare', 'Laurence Olivier'], 'actor': ['Laurence Olivier', 'Jean Simmons', 'John Laurie', 'Esmond Knight']}"
1873,1942,All the King's Men (1949),Drama,http://www.imdb.com/title/tt0041113/,All the King's Men (1949),7.5,Approved,PT1H50M,"['Drama', 'Film-Noir']",1950-07-14,Black and White,['USA'],['English'],[' Columbia Pictures'],"{'director': ['Robert Rossen'], 'creator': ['Robert Penn Warren', 'Robert Rossen'], 'actor': ['Broderick Crawford', 'John Ireland', 'Joanne Dru', 'John Derek']}"
1874,1943,The Greatest Show on Earth (1952),Drama,http://www.imdb.com/title/tt0044672/,"Greatest Show on Earth, The (1952)",6.7,Passed,PT2H32M,"['Drama', 'Family', 'Romance']",1952-12-12,Color,['USA'],"['English', 'Russian']",[' Paramount Pictures'],"{'director': ['Cecil B. DeMille'], 'creator': ['Fredric M. Frank', 'Barré Lyndon', 'Theodore St. John', 'Fredric M. Frank', 'Theodore St. John', 'Frank Cavett', 'Jack Gariss'], 'actor': ['James Stewart', 'Charlton Heston', 'Betty Hutton', 'Cornel Wilde']}"
1875,1944,From Here to Eternity (1953),Drama|Romance|War,http://www.imdb.com/title/tt0045793/,From Here to Eternity (1953),7.7,Passed,PT1H58M,"['Drama', 'Romance', 'War']",1953-08-28,Black and White,['USA'],['English'],[' Columbia Pictures'],"{'director': ['Fred Zinnemann'], 'creator': ['Daniel Taradash', 'James Jones'], 'actor': ['Burt Lancaster', 'Montgomery Clift', 'Deborah Kerr', 'Donna Reed']}"
1876,1945,On the Waterfront (1954),Crime|Drama,http://www.imdb.com/title/tt0047296/,On the Waterfront (1954),8.2,Not Rated,PT1H48M,"['Crime', 'Drama', 'Thriller']",1954-06-22,Black and White,['USA'],['English'],[' Horizon Pictures'],"{'director': ['Elia Kazan'], 'creator': ['Budd Schulberg', 'Budd Schulberg', 'Malcolm Johnson', 'Robert Siodmak'], 'actor': ['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger']}"
1877,1946,Marty (1955),Drama|Romance,http://www.imdb.com/title/tt0048356/,Marty (1955),7.7,Not Rated,PT1H30M,"['Drama', 'Romance']",1955-06-10,Black and White,['USA'],['English'],[' Hecht-Lancaster Productions'],"{'director': ['Delbert Mann'], 'creator': ['Paddy Chayefsky', 'Paddy Chayefsky'], 'actor': ['Ernest Borgnine', 'Betsy Blair', 'Esther Minciotti', 'Augusta Ciolli']}"
1878,1947,West Side Story (1961),Musical|Romance,http://www.imdb.com/title/tt0055614/,West Side Story (1961),7.6,Not Rated,PT2H33M,"['Crime', 'Drama', 'Musical', 'Romance']",1961-12-23,Color,['USA'],"['English', 'Spanish']","[' The Mirisch Corporation', ' Seven Arts Productions']","{'director': ['Jerome Robbins', 'Robert Wise'], 'creator': ['Ernest Lehman', 'Arthur Laurents', 'Jerome Robbins', 'William Shakespeare'], 'actor': ['Natalie Wood', 'George Chakiris', 'Richard Beymer', 'Russ Tamblyn']}"
